2065	530	168	59	26	11	4	3	3	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	
1997	482	149	50	23	10	5	3	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
1985	477	147	55	22	12	5	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	
1937	454	139	54	25	13	6	2	2	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	
1831	398	114	38	16	9	4	2	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	
1735	355	116	38	19	8	5	4	3	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	
1600	355	104	47	24	13	8	5	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	
1668	368	123	52	23	13	7	4	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
1489	337	110	50	26	17	8	4	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
1458	336	117	46	24	10	5	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
1420	340	94	55	28	13	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
